,Sub Division,Year of Installation,Project Name,Meter Installation Date,Village,PV Cap. from Form,Ref. DC V,Actual DC V,String 1: DC V,String 1: DC A,String 2: DC V,String 2: DC A,AC V,AC A,Power (W),E-Today (kWh),E-Total (kWh),Gen. in Solar meter (kWh) ,Avg. Solar generation per kW,Verified,Current Status of Inverter,Check List 1: Connection tightness of AC/DC box is ok?,Check List 2: Tightness nearer to meter connection is ok?,Check List 3: Connection of Earthing & L.A. is ok?,Check List 4: DC/AC connector is ok?,Check List 5: Wire Dressing is ok?,Check List 6: Wifi Connection is ok?,Check List 7: Tightness of U & Z clamp is ok?,Check List 8: Colour of  Welding Joint is ok?,Check List 9: Concrete Block is there?,Check  List 10: Visual checking of all parts,Observation
336,PADRA O&M SD,2019-20,2019-20R0925,7/25/2020,Padra,2.97,270,312.0,312.0,4.5,0.0,0.0,244.0,4.3,1077.0,7,4072.0,4187.0,3.69,Done,Normal,Yes,Yes,Yes,Yes,Yes,Not supported,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
337,PADRA O&M SD,2019-20,2019-20R0202,3/6/2020,Padra,2.97,270,320.0,320.0,1.4,0.0,0.0,247.0,1.5,373.0,9,6015.0,7800.0,5.02,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
338,PADRA O&M SD,2019-20,2019-20R0844,7/15/2020,Padra,2.97,270,309.0,309.0,1.4,0.0,0.0,257.0,1.0,289.0,9.5,4366.0,7260.0,6.24,Faulty,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
339,TORRENT,2019-20,2019-20R0245,2/10/2020,Varacha,4.95,450,514.8,344.4,3.44,170.4,3.3,255.1,8.37,1642.0,13.8,10523.0,10295.0,3.79,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Ok
340,TORRENT,2019-20,2019-20R0451,2/18/2020,Varacha,5.28,480,532.0,265.0,7.3,267.0,7.2,255.0,16.4,4338.0,7.6,11000.0,11140.0,3.9,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
341,TORRENT,2019-20,2019-20R0246,2/15/2020,Varacha,5.94,540,599.0,301.0,5.1,298.0,5.7,250.0,11.4,2803.0,9.2,11000.0,11981.0,3.71,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
342,TORRENT,2019-20,2019-20R0358,3/17/2020,Varacha,3.3,300,339.6,339.6,4.4,0.0,0.0,240.0,6.0,1497.0,5.9,6440.0,6904.0,4.08,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
343,TORRENT,2018-19,2018-19R0093,12/20/2018,Varacha,5.2,480,503.0,263.0,5.7,240.0,5.7,248.0,11.2,2873.0,10,10000.0,11993.0,2.39,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
344,TORRENT,2018-19,2018-19R0094,12/20/2018,Varacha,3.25,300,313.0,313.0,2.1,0.0,0.0,243.0,2.6,679.0,6.6,11000.0,18417.0,5.87,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
345,TORRENT,2019-20,2019-20R0270,3/21/2020,Varacha,4.62,420,467.5,231.2,5.9,236.3,5.8,244.0,10.7,2586.0,9.8,7637.0,5579.0,2.37,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
346,TORRENT,2019-20,2019-20R0271,3/21/2020,Varacha,3.3,300,331.0,331.0,5.7,0.0,0.0,240.0,8.0,1867.0,7.3,5449.0,7799.0,4.64,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
347,ALTHAN SD,2019-20,2019-20R0660,7/27/2020,Umiya banglow,3.3,300,331.0,331.0,3.8,0.0,0.0,247.0,5.3,1352.0,7.3,4425.0,4520.0,3.6,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Ok
348,TORRENT,2019-20,2019-20R0951,7/14/2020,Varacha,5.94,540,588.0,294.0,0.6,294.0,0.7,237.0,1.8,436.0,14,8423.0,8495.0,3.63,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
349,TORRENT,2019-20,2019-20R0956,1/0/1900,Varacha,5.94,540,639.0,320.0,1.0,319.0,1.0,233.0,5.5,1188.0,15,6393.0,6385.0,#VALUE!,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
350,TORRENT,2019-20,2019-20R0542,7/1/2020,Surbhi vihar soc,3.3,300,324.0,324.0,2.9,0.0,0.0,238.0,5.7,1174.0,6.8,4699.0,4640.0,3.45,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cabel tai mari
351,TORRENT,2018-19,2018-19R0067,2/21/2019,Varacha,5.2,480,548.8,272.2,3.5,276.6,3.7,244.0,6.8,1478.0,13,17000.0,17079.0,3.64,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
352,TORRENT,2019-20,2019-20r0541,5/25/2020,Surbhi vihar soc,3.3,300,334.0,334.0,3.1,0.0,0.0,231.0,5.1,1174.0,6.8,5144.0,5286.0,3.61,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cebal tai mari
353,TORRENT,2019-20,2019-20r0338,5/20/2020,Trikam nagar,9.9,900,1027.0,513.0,5.8,514.0,5.5,245.0,5.3,2154.0,24,15730.0,15810.0,3.56,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cebal tai Mari
354,TORRENT,2019-20,2019-20R0243,3/17/2020,Varacha,3.3,300,338.8,338.8,0.8,0.0,0.0,244.0,1.2,384.0,8.5,6353.0,6478.0,3.83,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
355,TORRENT,2019-20,2019-20R0244,3/17/2020,Varacha,3.3,300,356.5,356.5,1.8,0.0,0.0,253.0,2.7,689.0,8.4,6053.0,6193.0,3.66,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
356,ALTHAN SD,2019-20,2019-20R0220,1/25/2020,Bharthana,4.95,450,506.5,266.6,1.66,239.9,1.46,240.6,3.87,921.0,10.2,11037.0,10914.0,3.79,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
357,ALTHAN SD,2019-20,2019-20R0631,2/26/2020,Bharthana,4.95,450,500.9,270.7,2.36,230.2,2.8,240.2,4.5,1055.0,10.6,10540.0,10323.0,3.8,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
358,ALTHAN SD,2019-20,2019-20R0630,2/26/2020,Bharthana,4.95,450,515.8,280.9,1.9,234.9,1.56,242.7,3.87,901.0,5,10423.0,10401.0,3.83,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
359,ALTHAN SD,2019-20,2019-20R0632,2/26/2020,Bharthana,4.95,450,518.7,238.6,1.8,280.1,1.6,233.5,3.62,872.0,10.8,10318.0,10326.0,3.8,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
360,ALTHAN SD,2019-20,2019-20R0929,8/8/2020,Bharthana,3.3,300,343.0,343.0,3.2,0.0,0.0,253.0,4.4,1043.0,7.2,4796.0,4632.0,3.65,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
361,ALTHAN SD,2019-20,2019-20R0411,1/17/2020,Althan,2.97,270,308.0,308.0,5.4,0.0,0.0,244.0,7.1,1769.0,7,6076.0,6218.0,3.55,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
362,ALTHAN SD,2019-20,2019-20R0518,1/20/2020,Althan,9.9,900,528.0,528.0,3.22,0.0,0.0,476.0,6.13,2872.0,26.1,23258.0,77987.0,13.44,Faulty,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
363,ALTHAN SD,2019-20,2019-20R0620,3/12/2020,Althan,5.94,540,610.5,309.5,3.7,301.0,4.8,250.0,10.4,2532.0,15,10000.0,11061.0,3.49,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
364,ALTHAN SD,2019-20,2019-20R0741,8/21/2020,Althan,5.28,480,548.0,275.0,3.2,273.0,3.3,240.0,7.3,1750.0,16,7337.0,7482.0,3.81,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
365,ALTHAN SD,2019-20,2019-20R0911,8/18/2020,Althan,4.95,450,510.0,238.0,2.4,272.0,2.6,239.0,5.5,1307.0,14,6872.0,7160.0,3.86,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Block banavana che,Yes,Ok
366,ALTHAN SD,2019-20,2019-20R0893,8/19/2020,Althan,3.3,300,328.0,328.0,2.3,0.0,0.0,241.0,3.1,744.0,10,4405.0,4332.0,3.51,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
367,ALTHAN SD,2019-20,2019-20R0437,6/10/2020,Althan,5.94,540,620.0,313.0,1.3,307.0,1.6,242.0,3.7,889.0,18,9974.0,10098.0,3.83,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
368,ALTHAN SD,2019-20,2019-20R0252,1/8/2020,Althan,4.225,384.09,446.0,248.0,0.6,198.0,0.7,284.0,1.8,382.0,13,13000.0,14307.0,5.66,Faulty,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
369,ALTHAN SD,2019-20,2019-20R0253,1/8/2020,Althan,3.25,295.45,349.0,349.0,0.5,0.0,0.0,232.0,0.9,240.0,9.8,10000.0,10623.0,5.47,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Not required (જરૂર નથી),Yes,Ok
370,ALTHAN SD,2019-20,2019-20R0257,2/8/2020,Althan,9.9,900,1007.9,505.9,0.74,502.0,0.78,530.0,0.78,314.0,33.2,21078.0,15041.0,2.68,Faulty,Normal,Yes,Yes,Yes,Yes,Yes,Gprs che,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
371,BHARUCH CITY EAST,2019-20,2019-20R0277,2/27/2020,Bharuch,3.3,300,326.0,326.0,3.18,0.0,0.0,238.0,2.87,736.0,0,5700.0,5182.0,2.84,Faulty,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok dc box ni mcb badalvani 
372,BHARUCH CITY WEST,2019-20,2019-20R0099,3/6/2020,Bharuch,2.97,270,334.0,334.0,2.13,0.0,0.0,244.0,2.87,700.0,10,6460.0,6654.0,4.11,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Not required (જરૂર નથી),Yes,Ok
373,ANKLESHWAR EAST SDN,2018-19,2018-19R0067,2/21/2019,Ankleshwer,4.225,390,396.0,188.0,0.0,208.0,0.0,262.0,0.3,54.0,14,15000.0,15162.0,3.88,Faulty,Normal,Yes,Yes,Yes,Kharab hate change karyu,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Ok
374,MANJALPUR SDN,2019-20,2019-20R0754,7/31/2020,Manjalpur,1.98,180,196.0,196.0,3.5,0.0,0.0,264.0,2.5,650.0,2.6,3119.0,3119.0,3.93,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
375,PANIGATE CITY SD,2019-20,2019-20R0472,6/8/2020,Panigate,2.97,270,315.0,315.0,4.6,0.0,0.0,249.0,5.8,1432.0,3.3,5295.0,5382.0,3.98,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
376,PANIGATE CITY SD,2019-20,2019-20R0473,6/8/2020,Panigate,2.97,270,315.0,315.0,5.6,0.0,0.0,259.0,7.0,1902.0,3.3,5335.0,5351.0,3.96,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
377,PANIGATE CITY SD,2019-20,2019-20R0833,9/11/2020,Panigate,2.97,270,287.0,287.0,7.3,0.0,0.0,252.0,8.2,2047.0,3.7,3618.0,3577.0,3.35,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
378,PANIGATE CITY SD,2019-20,2019-20R0733,8/23/2020,Panigate,2.97,270,303.0,303.0,4.2,0.0,0.0,264.0,3.8,1030.0,4.1,3948.0,4106.0,3.65,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Normal
379,PANIGATE CITY SD,2019-20,2019-20R0422,2/15/2020,Panigate,4.62,420,447.0,221.0,6.4,226.0,6.5,248.0,11.5,2912.0,7.2,10000.0,10279.0,3.91,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Normal
380,PANIGATE CITY SD,2019-20,2019-20R0205,2/15/2020,Panigate,3.3,300,315.0,315.0,4.0,0.0,0.0,269.0,4.0,1223.0,5.5,6546.0,6846.0,3.65,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
381,PANIGATE CITY SD,2018-19,2018-19R0341,2/17/2019,Panigate,3.25,300,326.0,326.0,1.9,0.0,0.0,253.0,2.6,674.0,6.4,11000.0,11527.0,3.81,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
382,PANIGATE CITY SD,2019-20,2019-20R0008,1/4/2020,Panigate,3.3,300,337.0,337.0,4.6,0.0,0.0,256.0,5.5,1491.0,7.1,7851.0,8026.0,3.98,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
383,PANIGATE CITY SD,2019-20,2019-20R0009,3/10/2020,Panigate,2.97,270,303.0,303.0,6.3,0.0,0.0,254.0,6.5,1677.0,7.7,6385.0,6510.0,4.02,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Normal
384,PANIGATE CITY SD,2019-20,2019-20R0199,2/2/2020,Panigate,2.97,270,301.0,301.0,4.1,0.0,0.0,255.0,5.3,1372.0,2.3,6764.0,7165.0,4.14,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
385,PANIGATE CITY SD,2019-20,2019-20R0544,2/3/2020,Panigate,3.3,300,359.0,359.0,1.6,0.0,0.0,252.0,2.3,584.0,3.5,6276.0,6363.0,3.31,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
386,PANIGATE CITY SD,2019-20,2019-20R0212,2/21/2020,Panigate,3.3,300,328.0,328.0,1.0,0.0,0.0,248.0,1.6,417.0,3.9,7096.0,7148.0,3.84,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
387,PANIGATE CITY SD,2019-20,2019-20R0560,2/2/2020,Panigate,4.62,420,469.0,236.0,0.7,233.0,0.8,246.0,1.9,448.0,5.7,9901.0,9885.0,3.67,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
388,PANIGATE CITY SD,2019-20,2019-20R0872,8/25/2020,Panigate,2.97,270,305.0,305.0,4.6,0.0,0.0,261.0,4.1,1121.0,5.6,4110.0,4184.0,3.72,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Normal
389,PANIGATE CITY SD,2018-19,2018-19R0299,2/19/2019,Panigate,2.925,270,276.0,276.0,3.8,0.0,0.0,255.0,4.1,1091.0,6,9257.0,10344.0,3.79,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not required (જરૂર નથી),Yes,Normal
390,PANIGATE CITY SD,2017-18,2017-18R0018,11/29/2017,Panigate,2.88,270,235.0,235.0,1.95,0.0,0.0,255.0,1.5,370.0,4,11280.0,11634.0,2.91,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
391,VASANA SD,2018-19,2018-19R0352,2/9/2019,Vadodara,5.2,480,541.6,272.8,1.7,268.8,1.8,254.0,4.1,977.0,3.2,19000.0,19236.0,3.89,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Plant running normal conditions
392,VASANA SD,2018-19,2018-19R0121,1/30/2019,Vadodara,3.25,300,340.0,340.0,1.6,0.0,0.0,263.0,2.1,581.0,2.2,11000.0,11095.0,3.55,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Plant running normal conditions
393,VASANA SD,2018-19,2018-19R0315,2/11/2019,Vadodara,3.15,290.77,321.0,321.0,3.0,0.0,0.0,263.0,3.4,950.0,2.5,12000.0,5152.0,1.72,Faulty,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Plant running normal conditions
394,VASANA SD,2019-20,2019-20R0813,6/26/2020,Vadodara,2.97,270,311.0,311.0,1.7,0.0,0.0,246.0,1.9,399.0,5.5,4537.0,4884.0,3.66,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Yes,Yes,Plant running normal conditions
395,VASANA SD,2019-20,2019-20R0194,1/29/2020,Vasana,2.97,270,295.0,295.0,6.5,0.0,0.0,248.0,4.9,1520.0,3.1,6828.0,6955.0,3.89,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
396,AKOTA CITY SD,2018-19,2018-19R0266,1/26/2019,Akota,3.25,300,310.0,310.0,5.7,0.0,0.0,255.0,6.4,1703.0,4.5,11000.0,10990.0,3.49,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
397,PANIGATE CITY SD,2019-20,2019-20R0590,5/21/2020,Panigate,3.3,300,337.0,337.0,7.9,0.0,0.0,258.0,6.0,2450.0,5.2,5425.0,5720.0,3.54,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
398,PANIGATE CITY SD,2018-19,2018-19R0150,12/9/2018,Panigate,3.25,300,336.0,336.0,3.0,0.0,0.0,262.0,4.0,1066.0,6.4,12000.0,12604.0,3.81,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
399,VASANA SD,2019-20,2019-20R0173,2/8/2020,Vasna,5.94,540,595.0,299.0,1.4,296.0,1.4,249.0,3.3,832.0,20,13700.0,13748.0,3.91,Done,Normal,Yes,Yes,Yes,Yes,Yes,"WIFI is available at home but the range does not come up to the inverter. (ઘર માં WIFI છે. પણ, રેનજ નથી આવતી ઇન્વર્ટર સુધી.)",Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
400,INDRAPURI CITY SD,2019-20,2019-20R0200,5/29/2020,Indrapuri,2.97,270,264.0,264.0,0.9,0.0,0.0,250.0,0.9,253.0,12,5300.0,5288.0,3.69,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
401,INDRAPURI CITY SD,2019-20,2019-20R0296,5/29/2020,Indrapuri,3.3,300,332.0,332.0,0.6,0.0,0.0,251.0,0.8,214.0,11,5800.0,5733.0,3.6,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
402,INDRAPURI CITY SD,2019-20,2019-20R0469,2/12/2020,Indrapuri,2.97,270,308.0,308.0,2.1,0.0,0.0,247.0,2.7,654.0,2.5,6496.0,6876.0,3.92,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
403,INDRAPURI CITY SD,2019-20,2019-20R0355,5/20/2020,Indrapuri,2.97,270,301.0,301.0,2.9,0.0,0.0,264.0,2.4,751.0,3.5,5122.0,5331.0,3.64,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
404,INDRAPURI CITY SD,2019-20,2019-20R0969,7/30/2020,Indrapuri,3.3,300,339.0,339.0,1.3,0.0,0.0,255.0,1.8,470.0,3.3,4989.0,5145.0,3.69,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
405,INDRAPURI CITY SD,2017-18,2017-18R0047,1/6/2018,Indrapuri,2.24,210,240.0,240.0,3.5,0.0,0.0,257.0,2.87,772.0,2.8,10820.0,11094.0,3.65,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
406,INDRAPURI CITY SD,2019-20,2019-20R1025,8/20/2020,Indrapuri,3.3,300,337.0,337.0,3.1,0.0,0.0,259.0,4.0,1005.0,4.3,4715.0,4839.0,3.66,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
407,VASANA SD,2019-20,2019-20R1044,9/2/2020,Vasana,3.3,300,323.0,323.0,2.2,0.0,0.0,241.0,3.0,746.0,11,4562.0,4478.0,3.5,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
408,VASANA SD,2019-20,2019-20R0593,6/27/2020,Vasana,3.3,300,367.0,367.0,0.9,0.0,0.0,260.0,1.2,294.0,10,4931.0,4906.0,3.27,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
409,VASANA SD,2019-20,2019-20R0183,1/11/2020,Vasana,2.97,270,297.0,297.0,0.7,0.0,0.0,250.0,0.9,253.0,8.7,6305.0,23670.0,12.79,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
410,INDRAPURI CITY SD,2019-20,2019-20R0722,7/30/2020,Indrapuri,3.3,300,320.0,320.0,6.5,0.0,0.0,260.0,6.6,1818.0,3.6,4508.0,4729.0,3.37,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
411,INDRAPURI CITY SD,2019-20,2019-20R0510,6/18/2020,Indrapuri,4.95,450,498.0,232.0,7.4,266.0,7.4,265.0,12.6,2987.0,7.1,8460.0,8774.0,3.8,Done,Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
412,INDRAPURI CITY SD,2019-20,2019-20R0250,3/3/2020,Indrapuri,2.97,270,307.0,307.0,6.8,0.0,0.0,269.0,6.9,1663.0,4.4,6600.0,6817.0,4,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
413,INDRAPURI CITY SD,2019-20,2019-20R0248,3/3/2020,Indrapuri,3.3,300,344.0,344.0,3.2,0.0,0.0,255.0,4.3,1063.0,5.1,6339.0,6598.0,3.48,Done,Normal,Yes,Yes,Yes,Yes,Yes,WIFI not available at home (ઘર માં WIFI નથી.),Yes,Yes,Support on wall (વોલ પર સપોર્ટ છે),Yes,Normal
